"term","frequency","presence","doc_size_sum","type"
"hurdle","5867",4814,"27037767","N"
"rams","20356",4813,"27104430","N"
"sacking","5275",4813,"20574912","G"
"gunmen","11343",4812,"19002579","N"
"manifesto","8307",4812,"19563799","N"
"usa today","10480",4811,"24165619","PN"
"specialists","5800",4811,"25680596","N"
"assertion","5219",4811,"26156359","N"
"premier league fixtures","13046",4811,"13923553","NP"
"festive","7791",4810,"27817250","G"
"hats","6533",4809,"29970379","N"
"rupert","7140",4808,"25702623","N"
"o'reilly","19760",4807,"27941227","N"
"overly","5129",4806,"27935823","G"
"bellamy","6968",4804,"23139124","N"
"garnered","5192",4803,"21965678","G"
"portugal","10030",4802,"20899720","PN"
"audi","12047",4802,"22606126","PN"
"hailing","6501",4802,"19658330","G"
"demonstrates","5421",4802,"25470925","G"
"labels","6437",4801,"25812282","N"
"updated date","4801",4801,"13372743","PN"
"prescribed","5999",4797,"22643671","G"
"leagues","6894",4797,"24662820","N"
"probation","8273",4797,"23891705","N"
"spinning","5647",4796,"28550039","G"
"noah","8818",4796,"26029481","N"
"overdose","7450",4795,"24546762","N"
"expires","6458",4794,"22664495","G"
"monitors","5830",4794,"24722201","N"
"hawks","17791",4793,"30337802","N"
"filmmakers","7189",4792,"21527077","N"
"siege","7357",4791,"29728120","N"
"heavyweight","6958",4791,"23995599","G"
"dustin","6858",4791,"38199725","N"
"nashville","14166",4791,"25655471","PN"
"montgomery","10776",4791,"26874730","N"
"fried","7421",4791,"26599136","G"
"house of representatives","8111",4789,"22265604","ORGANIZATION"
"submission","6314",4789,"23465573","N"
"thoughtful","5044",4788,"28378294","G"
"krishna","8021",4788,"15105419","N"
"tissue","7767",4787,"25356175","N"
"ankara","11939",4786,"20287747","G"
"shaun","6287",4786,"31172856","N"
"abruptly","5072",4785,"29176952","G"
"glamorous","5271",4784,"28037679","G"
"parking lot","6188",4784,"28613023","NP"
"spite","5110",4782,"25297533","N"
"presently","5146",4782,"15965744","G"
"ajay","6779",4782,"17245247","PN"
"lucy","8242",4781,"28993662","N"
"blasts","6346",4779,"20640997","N"
"parole","8174",4778,"26728820","N"
"lifelong","5118",4778,"31656303","G"
"hazard","6603",4777,"20513716","N"
"brush","5888",4775,"27074286","N"
"rhythm","5504",4775,"26154591","N"
"regulate","5914",4775,"25171578","G"
"fundraiser","6140",4772,"28649894","N"
"trevor","8280",4772,"29369392","N"
"hospitalised","5203",4769,"29330088","G"
"urgently","5181",4769,"25692136","G"
"pouring","5134",4769,"27100125","G"
"assisting","5124",4769,"20269884","G"
"peek","5359",4769,"35398217","N"
"predicting","5165",4767,"24594625","G"
"wallet","7335",4766,"24556472","G"
"mauricio","5285",4766,"18082379","N"
"registering","5424",4766,"23402996","G"
"crystal palace","8686",4765,"13992383","PN"
"south china sea","33172",4763,"19894398","PN"
"altitude","6354",4763,"22022086","N"
"wipe","5468",4762,"26448748","G"
"grove","7937",4762,"29134573","PN"
"roberto","6294",4761,"25359580","N"
"shipped","5604",4759,"23561750","G"
"pastor","8008",4758,"29121411","N"
"remainder","5186",4757,"22772080","N"
"bromwich","7875",4756,"17168313","N"
"secretary state","5986",4756,"26765092","NP"
"rodrigo","5895",4755,"20626116","N"
"monday morning","5546",4755,"20020905","NP"
"testament","5366",4755,"27659708","N"
"staffer","5965",4755,"27174403","N"
"aunt","6627",4755,"26341901","N"
"olivia","9226",4753,"25677352","PN"
"vodafone","10136",4751,"20146142","N"
"miners","7364",4749,"25851956","N"
"bombay","7360",4748,"16852180","N"
"liam","8997",4748,"22307139","N"
"pm updated date","4745",4745,"13341073","NP"
"shaw","7981",4745,"24867971","PN"
"exempt","6343",4745,"25669103","G"
"montreal","10428",4744,"24433511","PN"
"restructuring","6660",4743,"21189067","N"
"feeds","5789",4743,"26652750","G"
"protects","5209",4741,"24864692","G"
"charitable","6083",4740,"26041396","G"
"hussein","7269",4740,"24840091","G"
"friday morning","5192",4739,"22006676","NP"
"remake","6829",4739,"26197620","N"
"translated","6224",4738,"24561019","G"
"ashok","6799",4736,"16226460","N"
"tendency","5087",4733,"29173783","N"
"hacks","5618",4732,"38163819","N"
"hampshire","9354",4732,"26221424","N"
"wounding","6213",4731,"21298185","G"
"shortages","5776",4731,"23323293","N"
"president bashar al-assad","5079",4731,"18908831","PN"
"topping","5347",4729,"22295869","G"
"lance","6919",4729,"32699136","N"
"positively","5040",4729,"24907207","G"
"tactical","5557",4728,"25053161","G"
"punched","6110",4727,"24412798","G"
"contestant","5771",4726,"19087850","N"
"millennials","8920",4725,"31003641","N"
"soup","7121",4725,"33088714","N"
"varied","4976",4725,"26547239","G"
"pm modi","7780",4724,"14113194","PN"
"specifics","4961",4724,"26910913","N"
"50s","5639",4722,"27892379","G"
"harper","8685",4722,"24285841","N"
"allege","5325",4721,"25894490","G"
"prediction","6425",4721,"24175124","N"
"lindsey","7377",4719,"29202609","N"
"jihadists","7118",4719,"22633075","N"
"amended","5957",4719,"22710144","G"
"grilled","6427",4719,"24279791","G"
"backgrounds","5244",4717,"29585209","N"
"clive","5644",4717,"24291984","N"
"explicitly","5110",4716,"28636372","G"
"ronald reagan","7715",4716,"29185495","PN"
"storey","6482",4716,"37146584","G"
"230","5426",4715,"23572843","G"
"wardrobe","5876",4714,"26170758","N"
"intercontinental","6439",4714,"21945859","N"
"comfortably","5061",4713,"27714683","G"
"flesh","5503",4712,"23835334","N"
"syndicated","4906",4711,"17604428","G"
"verified","5703",4710,"21991369","G"
"porter","8424",4710,"29323754","N"
"bacteria","11690",4709,"24639072","N"
"concussion","6983",4708,"25937390","N"
"greenhouse","7842",4707,"25227414","N"
"altered","5311",4707,"25947241","G"
"albums","6826",4703,"31332236","N"
"phenomenal","5054",4703,"26839633","G"
"partnered","5176",4702,"23062148","G"
"worship","6578",4701,"27128505","N"
"mandated","5250",4700,"25484042","G"
"experiments","7105",4700,"25054887","N"
"withdrawing","5253",4700,"23147507","G"
"depicted","5154",4699,"24251526","G"
"117","5639",4697,"23899920","G"
"davos","10590",4695,"20921754","PN"
"tapping","5309",4695,"25513577","G"
"shores","5323",4694,"25209021","N"
"portuguese","5590",4694,"19823154","G"
"resisted","4906",4693,"25420050","G"
"outdoors","5222",4690,"28636663","G"
"arrivals","6206",4690,"23910014","N"
"wielding","5585",4688,"31198104","G"
"stronghold","5201",4687,"20781081","N"
"oral","6763",4685,"25955426","G"
"lend","5311",4685,"24221636","G"
"umbrella","5654",4684,"26664115","N"
"toronto star","15589",4683,"18267745","ORGANIZATION"
"leisure","5838",4683,"28562522","N"
"djokovic","8085",4681,"19762838","PN"
"tripled","4864",4680,"22167906","G"
"servants","6399",4679,"27108838","N"
"villain","6264",4679,"21369118","N"
"laundering","7974",4679,"19686585","N"
"commanders","6355",4678,"23563696","N"
"legitimacy","5638",4677,"29482148","N"
"complexity","5187",4677,"28166599","N"
"1024","4690",4675,"9790604","G"
"murdering","5471",4675,"25905294","G"
"waking","4977",4674,"31275504","G"
"abu dhabi","10187",4671,"17840482","PN"
"newsroom","5208",4671,"16332867","N"
"market share","5947",4671,"20542603","NP"
"provinces","6130",4670,"21859659","N"
"fernando","6574",4669,"23242498","N"
"cr","10243",4669,"24571122","G"
"robots","10501",4669,"23678302","G"
"courthouse","8396",4668,"25311059","N"
"dealings","5206",4667,"26363633","N"
"pools","6843",4667,"30243064","N"
"u.s. department","5261",4667,"24994325","PN"
"cattle","8581",4665,"24238315","N"
"sandwich","7793",4665,"25727681","N"
"kansas city","11708",4664,"28442723","PN"
"nrl","10923",4664,"26865584","N"
"forgot","5468",4662,"24659813","N"
"assurance","5388",4662,"22034598","N"
"kg","9906",4662,"14603515","PN"
"cared","5092",4659,"27212815","G"
"underwater","6538",4659,"23995616","G"
"pill","6405",4658,"24527638","N"
"collingwood","9085",4656,"52962485","PN"
"orthodox","7005",4656,"25804722","N"
"traumatic","5573",4656,"26259751","G"
"advising","4981",4655,"23731752","G"
"1978","5724",4654,"29452722","G"
"rainfall","8755",4654,"19939067","N"
"forge","5227",4653,"25700934","G"
"unsuccessful","4916",4653,"23072878","G"
"companion","5600",4651,"23468331","N"
"socially","5203",4651,"27257170","G"
"ticking","5512",4651,"26468224","G"
"legends","6199",4651,"30349710","N"
"integral","5010",4651,"23343124","G"
"years prison","5357",4650,"23102518","NP"
"texts","6840",4650,"26918809","N"
"kenny","7910",4647,"26162604","N"
"meryl","7899",4647,"22753449","N"
"jong-un","8274",4645,"23622972","N"
"yong","5221",4645,"21540428","N"
"exotic","5856",4644,"26634587","G"
"confronting","4864",4644,"32091721","G"
"printing","7141",4643,"25944623","N"
"vague","4986",4643,"29221271","G"
"tolerate","5046",4643,"24803399","G"
"disruptive","5499",4642,"25258725","G"
"healing","6044",4640,"27556255","N"
"environments","5474",4640,"24571704","N"
"bluetooth","6405",4640,"17592166","PN"
"mishra","9083",4640,"17306214","PN"
"reid","8676",4638,"26539711","PN"
"ins","6933",4638,"24943069","G"
"undermining","4931",4637,"27204372","G"
"startups","10087",4637,"21464646","N"
"cheat","5437",4636,"26323832","G"
"battered","5107",4636,"26723103","G"
"safeguard","5093",4634,"21582814","G"
"reduces","5098",4634,"23398693","G"
"codes","6064",4634,"26319123","N"
"randy","6640",4634,"26075433","PN"
"dedication","5300",4633,"23526537","N"
"sin","6086",4633,"25571706","N"
"acknowledges","5073",4632,"31439169","G"
"paramount","6651",4631,"24363521","N"
"assignment","5666",4631,"24830893","N"
"borrow","5465",4631,"25011041","G"
"mentality","5138",4629,"26026415","N"
"deficits","5944",4629,"24533569","N"
"proposition","5681",4627,"25877747","N"
"logical","5015",4627,"27187180","G"
"restraint","5507",4626,"25670767","N"
"snaps","6012",4625,"16688066","G"
"pics","5549",4625,"16010713","N"
"abc's","4702",4624,"25854129","NP"
"price tag","5534",4624,"26615283","NP"
"consume","5658",4623,"23592557","G"
"functional","5527",4623,"22657448","G"
"perez","8148",4621,"24794108","N"
"debts","6385",4620,"26332368","N"
"overhead","5253",4620,"27217289","N"
"steve smith","9484",4620,"22190069","PN"
"baked","5671",4620,"26911005","G"
"1969","6136",4618,"29904075","G"
"con","8811",4618,"28292550","N"
"jo","6794",4617,"23599056","PN"
"jamaicaobserver","9646",4617,"13361290","G"
"responds","5348",4615,"25041106","G"
"endorsement","5868",4615,"26398914","N"
"void","5089",4614,"29880923","N"
"ridicule","9946",4614,"22819743","N"
"creighton","13054",4614,"21489802","N"
"steve bannon","10300",4613,"26295031","PERSON"
"promotes","5167",4611,"25268428","G"
"basics","5088",4611,"27776165","N"
"4g","10992",4610,"15374553","G"
"buck","5435",4610,"29824160","G"
"carey","7661",4608,"24271327","PN"
"security council","9793",4608,"24579764","PN"
"condemnation","5004",4608,"25401238","N"
"habitat","7119",4608,"23850331","N"
"traction","5066",4607,"24740443","N"
"mark schliebs","11516",4607,"21570959","PN"
"cdic","17571",4607,"9653870","ORGANIZATION"
"saints","7759",4605,"27695070","N"
"seas","6977",4605,"22641981","N"
"consciousness","5513",4605,"27788109","N"
"police station","5757",4604,"17830671","NP"
"ounce","6758",4602,"19508024","N"
"unconstitutional","5749",4601,"25211987","G"
"cheering","5068",4601,"25649776","G"
"indications","4896",4601,"23018234","N"
"streep","10222",4600,"22824394","N"
"forty","5037",4600,"24463637","G"
"explored","4997",4599,"25871037","G"
"pm pti","4598",4598,"7194413","NP"
"pac","10033",4597,"24378018","PN"
"145","5189",4596,"23128979","G"
"spa","7416",4596,"26573535","N"
"nifty","7280",4596,"16400336","N"
"50th","5922",4592,"23122529","G"
"submitting","5775",4592,"20194401","G"
"brigade","6836",4592,"22110660","N"
"blows","5018",4591,"26698825","N"
"offenses","6227",4591,"24957388","N"
"sanctioned","5671",4591,"21362796","G"
"malta","13715",4590,"16878945","PN"
"slavery","7275",4590,"30260883","N"
"discretion","5756",4590,"24942679","N"
"cried","5214",4589,"26720529","G"
"swearing-in","6791",4589,"23936218","N"
"guides","6140",4588,"27267397","N"
"facto","5018",4587,"25418804","G"
"floated","5514",4587,"25943582","G"
"strengths","5400",4586,"26731002","N"
"treasure","5824",4586,"26956923","N"
"patrons","6508",4585,"28531054","N"
"unleashed","4945",4585,"23905064","G"
"businessmen","5676",4584,"28808770","N"
"well-being","5657",4584,"24935948","N"
"cooperative","6089",4583,"21336707","G"
"ellen","6794",4583,"23124764","N"
"dragging","5325",4583,"25153865","G"
"lied","5644",4582,"30510420","G"
"obsession","5130",4582,"29639638","N"
"kingston","6972",4581,"21633039","N"
"confusing","4957",4581,"26642451","G"
"salad","8279",4581,"26745676","N"
"exploited","5170",4580,"26205441","G"
"jewelry","7538",4580,"23009673","N"
"logan","9140",4578,"26874913","N"
"surgeon","7064",4577,"24406759","N"
"sack","5689",4577,"30519530","N"
"grand island","16866",4577,"14767382","LOCATION"
"aids","5812",4576,"24653068","N"
"sinha","7588",4574,"13653687","PN"
"shoe","7055",4573,"24424055","N"
"n.y.","8119",4573,"22443611","N"
"honey","7077",4573,"24171633","N"
"remark","5474",4571,"20650404","N"
"baghdad","11866",4571,"20142357","G"
"colombia","10965",4570,"21891499","PN"
"lingering","4792",4570,"24728737","G"
"buys","4975",4569,"24297985","G"
"madness","6604",4569,"30439728","N"
"campaign trail","5022",4567,"25653314","NP"
"scenarios","5177",4566,"25399087","N"
"waits","5629",4564,"36158614","G"
"machinery","5578",4564,"22120116","N"
"2022","6619",4564,"19655754","G"
"unwanted","5408",4564,"26621840","G"
"charities","7116",4563,"25023758","N"
"defamatory","4887",4561,"19594414","G"
"gloves","6109",4560,"27586888","N"
"libellous","4569",4560,"13408157","G"
"prohibit","5017",4560,"24471147","G"
"tuesday morning","5599",4558,"20941151","NP"
"eyeing","4937",4558,"21291577","G"
"bride","6887",4558,"28226865","N"
"divorced","6148",4556,"25419775","G"
"topic discussion","4563",4556,"13820409","NP"
"celebs updates","4556",4556,"9797458","NP"
"pork","10307",4555,"28386248","N"
"asia-pacific","5975",4554,"19492686","PN"
"nikki","6791",4554,"24203278","N"
"ministries","6595",4552,"19482917","N"
"intercepted","7559",4552,"26402271","G"
"stationed","5024",4551,"25119673","G"
"30th","6399",4550,"20744226","G"
"semifinals","9377",4550,"21298798","N"
"mixture","6154",4549,"27718522","N"
"averaging","5866",4548,"23534341","G"
"corresponding","5437",4548,"19915344","G"
"powder","6917",4548,"23006904","N"
"cheered","4921",4547,"24417447","G"
"exemption","8898",4547,"20884700","N"
"stamford","5765",4546,"13114328","PN"
"undertaking","5114",4544,"21154241","G"
"vatican","10567",4544,"16978117","PN"
"festivities","6093",4543,"23136843","N"
"coached","5744",4542,"25956166","G"
"digging","5202",4541,"26595208","N"
"consolidation","6755",4541,"21335149","N"
"tuned","4882",4541,"23345491","G"
"tackles","7034",4540,"29654140","G"
"unanimous","5143",4534,"22310619","G"
"china daily information co cdic","4626",4533,"9535288","NP"
"circulation","6153",4533,"19549813","N"
"text photo multimedia information","4533",4533,"9535288","NP"
"advertising department","4532",4532,"13053322","PN"
"villagers","8393",4532,"19763802","N"
"awaits","4836",4531,"24338503","G"
"mechanical","5601",4531,"23221653","G"
"hugh","6222",4530,"24406126","N"
"bargaining","6427",4530,"24326999","N"
"bharti","8054",4528,"14349156","G"
"grabs","5157",4525,"33628538","N"
"san antonio","20195",4523,"28206906","PN"
"destined","4760",4523,"25259553","G"
"prem","5445",4522,"15419115","N"
"103","5582",4522,"24304838","G"
"filipino","6714",4521,"16799548","N"
"rethink","5083",4521,"34147233","G"
"grain","6022",4521,"25579845","N"
"wishing","4939",4520,"22397190","G"
"charming","4936",4520,"28961421","G"
"injection","8681",4520,"23125168","N"
"constitute","5022",4519,"24516679","G"
"advisors","5542",4519,"22765299","N"
"ky","6357",4519,"24840777","G"
"myth","5916",4519,"29614778","N"
"packing","4979",4519,"26865305","G"
"ralph","6378",4518,"30964482","PN"
"hints","4780",4518,"22245306","N"
"communal","6412",4517,"21400775","G"
"organizing","5225",4516,"27418399","G"
"museums","7190",4516,"27114457","N"
"cab","7623",4513,"22692391","N"
"grandson","5642",4513,"27671439","N"
"dissent","5574",4513,"25736207","N"
"eligibility","5672",4513,"22745318","N"
"offender","7054",4512,"24613210","N"
"regulated","5525",4512,"24554892","G"
"portions","5066",4512,"26352643","N"
"soar","4658",4511,"23258271","G"
"unfairly","4880",4510,"26722808","G"
"compromising","5538",4509,"22058829","G"
